Pais,Tipo GINI,Ciudad,Ano,GINI
Ecuador,Urbano,Quevedo,1994,--
Ecuador,Urbano,Quevedo,1999,--
Ecuador,Urbano,Quevedo,2002,--
Ecuador,Urbano,Quevedo,2005,0.449
Ecuador,Urbano,Quevedo,2010,0.356
Ecuador,Urbano,Quevedo,2010,
Ecuador,Urbano,Quito,1990,0.498
Ecuador,Urbano,Quito,1994,0.477
Ecuador,Urbano,Quito,1999,0.539
Ecuador,Urbano,Quito,2002,0.51
Ecuador,Urbano,Quito,2005,0.54
Ecuador,Urbano,Quito,2010,0.507
Ecuador,Urbano,Riobamba,1990,--
Ecuador,Urbano,Riobamba,1994,--
Ecuador,Urbano,Riobamba,1999,--
Ecuador,Urbano,Riobamba,2002,0.446
Ecuador,Urbano,Riobamba,2005,0.475
Ecuador,Urbano,Riobamba,2010,0.47
Ecuador,Urbano,Tulcan,1990,--
Ecuador,Urbano,Tulcan,1994,--
Ecuador,Urbano,Tulcan,1999,--
Ecuador,Urbano,Tulcan,2002,--
Ecuador,Urbano,Tulcan,2005,0.457
Ecuador,Urbano,Tulcan,2010,0.517
Ecuador,Urbano,Vuelta Larga,1990,--
Ecuador,Urbano,Vuelta Larga,1994,--
Ecuador,Urbano,Vuelta Larga,1999,--
Ecuador,Urbano,Vuelta Larga,2002,--
Ecuador,Urbano,Vuelta Larga,2005,0.455
Ecuador,Urbano,Vuelta Larga,2010,0.492
El Salvador,Urbano,San Salvador,1990,--
El Salvador,Urbano,San Salvador,1997,0.457
El Salvador,Urbano,San Salvador,1999,0.45
El Salvador,Urbano,San Salvador,2002,--
El Salvador,Urbano,San Salvador,2004,0.449
El Salvador,Urbano,San Salvador,2010,0.409
Guatemala ,Urbano,Guatemala Ciudad,1989,0.545
Guatemala ,Urbano,Guatemala Ciudad,1994,--
Guatemala ,Urbano,Guatemala Ciudad,1998,0.529
Guatemala ,Urbano,Guatemala Ciudad,2002,0.521
Guatemala ,Urbano,Guatemala Ciudad,2006,0.514
Guatemala ,Urbano,Guatemala Ciudad,2010,--
Honduras,Urbano,San Pedro Sula,1990,0.528
Honduras,Urbano,San Pedro Sula,1994,0.531
Honduras,Urbano,San Pedro Sula,1999,0.489
Honduras,Urbano,San Pedro Sula,2002,0.523
Honduras,Urbano,San Pedro Sula,2006,0.468
Honduras,Urbano,San Pedro Sula,2010,0.477
Honduras,Urbano,Tegucigalpa,1990,0.558
Honduras,Urbano,Tegucigalpa,1994,0.554
Honduras,Urbano,Tegucigalpa,1999,0.511
Honduras,Urbano,Tegucigalpa,2002,0.544
Honduras,Urbano,Tegucigalpa,2006,0.526
Honduras,Urbano,Tegucigalpa,2010,0.51
M_xico,Urbano,Chetumal,1989,--
M_xico,Urbano,Chetumal,1994,0.461
M_xico,Urbano,Chetumal,2002,--
M_xico,Urbano,Chetumal,2005,0.428
M_xico,Urbano,Chetumal,2010,0.499
M_xico,Urbano,Chihuahua,1989,--
M_xico,Urbano,Chihuahua,1994,--
M_xico,Urbano,Chihuahua,2002,0.453
M_xico,Urbano,Chihuahua,2005,0.433
M_xico,Urbano,Chihuahua,2010,0.465
M_xico,Urbano,Ciudad Juarez,1989,--
M_xico,Urbano,Ciudad Juarez,1994,--
M_xico,Urbano,Ciudad Juarez,2002,0.42
M_xico,Urbano,Ciudad Juarez,2005,0.506
M_xico,Urbano,Ciudad Juarez,2010,0.467
M_xico,Urbano,Colima,1989,--
M_xico,Urbano,Colima,1994,0.406
M_xico,Urbano,Colima,2002,0.444
M_xico,Urbano,Colima,2005,0.438
M_xico,Urbano,Colima,2010,0.392
M_xico,Urbano,Cuernavaca,1989,--
M_xico,Urbano,Cuernavaca,1994,--
M_xico,Urbano,Cuernavaca,2002,0.445
M_xico,Urbano,Cuernavaca,2005,0.463
M_xico,Urbano,Cuernavaca,2010,0.423
M_xico,Urbano,Culiac‡n Rosales,1989,--
M_xico,Urbano,Culiac‡n Rosales,1994,--
M_xico,Urbano,Culiac‡n Rosales,2002,0.401
M_xico,Urbano,Culiac‡n Rosales,2005,0.475
M_xico,Urbano,Culiac‡n Rosales,2010,0.371
M_xico,Urbano,Durango,1989,--
M_xico,Urbano,Durango,1994,0.44
M_xico,Urbano,Durango,2002,0.482
M_xico,Urbano,Durango,2005,0.413
M_xico,Urbano,Durango,2010,0.401
M_xico,Urbano,Guadalajara,1989,0.522
M_xico,Urbano,Guadalajara,1994,--
M_xico,Urbano,Guadalajara,2002,0.446
M_xico,Urbano,Guadalajara,2005,0.399
M_xico,Urbano,Guadalajara,2010,0.421
M_xico,Urbano,Hermosillo,1989,--
M_xico,Urbano,Hermosillo,1994,--
M_xico,Urbano,Hermosillo,2002,0.44
M_xico,Urbano,Hermosillo,2005,0.57
M_xico,Urbano,Hermosillo,2010,0.41
M_xico,Urbano,Irapuato,1989,--
M_xico,Urbano,Irapuato,1994,--
M_xico,Urbano,Irapuato,2002,--
M_xico,Urbano,Irapuato,2005,0.428
M_xico,Urbano,Irapuato,2010,0.457
M_xico,Urbano,Le—n,1989,--
M_xico,Urbano,Le—n,1994,--
M_xico,Urbano,Le—n,2002,0.344
M_xico,Urbano,Le—n,2005,0.459
M_xico,Urbano,Le—n,2010,0.407
M_xico,Urbano,M_rida,1989,--
M_xico,Urbano,M_rida,1994,--
M_xico,Urbano,M_rida,2002,0.356
M_xico,Urbano,M_rida,2005,0.503
M_xico,Urbano,M_rida,2010,0.439
M_xico,Urbano,Mexicali,1989,0.438
M_xico,Urbano,Mexicali,1994,--
M_xico,Urbano,Mexicali,2002,0.431
M_xico,Urbano,Mexicali,2005,0.365
M_xico,Urbano,Mexicali,2010,0.461
M_xico,Urbano,M_xico Ciudad,1989,0.55
M_xico,Urbano,M_xico Ciudad,1994,0.553
M_xico,Urbano,M_xico Ciudad,2002,0.497
M_xico,Urbano,M_xico Ciudad,2005,0.559
M_xico,Urbano,M_xico Ciudad,2010,0.488
M_xico,Urbano,Monterrey,1989,0.504
M_xico,Urbano,Monterrey,1994,0.482
M_xico,Urbano,Monterrey,2002,0.499
M_xico,Urbano,Monterrey,2005,0.425
M_xico,Urbano,Monterrey,2010,0.395
M_xico,Urbano,Morelia,1989,--
M_xico,Urbano,Morelia,1994,--
M_xico,Urbano,Morelia,2002,--
M_xico,Urbano,Morelia,2005,0.52
M_xico,Urbano,Morelia,2010,0.418
M_xico,Urbano,Oaxaca de Ju‡rez,1989,--
M_xico,Urbano,Oaxaca de Ju‡rez,1994,--
M_xico,Urbano,Oaxaca de Ju‡rez,2002,0.363
M_xico,Urbano,Oaxaca de Ju‡rez,2005,0.438
M_xico,Urbano,Oaxaca de Ju‡rez,2010,0.365
M_xico,Urbano,Puebla,1989,--
M_xico,Urbano,Puebla,1994,--
M_xico,Urbano,Puebla,2002,0.439
M_xico,Urbano,Puebla,2005,--
M_xico,Urbano,Puebla,2010,0.407
M_xico,Urbano,Saltillo,1989,--
M_xico,Urbano,Saltillo,1994,0.519
M_xico,Urbano,Saltillo,2002,0.376
M_xico,Urbano,Saltillo,2005,0.463
M_xico,Urbano,Saltillo,2010,0.49
M_xico,Urbano,San Francisco de Campeche,1989,--
M_xico,Urbano,San Francisco de Campeche,1994,0.307
M_xico,Urbano,San Francisco de Campeche,2002,0.437
M_xico,Urbano,San Francisco de Campeche,2005,0.522
M_xico,Urbano,San Francisco de Campeche,2010,--
M_xico,Urbano,San Luis de Potos’,1989,0.404
M_xico,Urbano,San Luis de Potos’,1994,--
M_xico,Urbano,San Luis de Potos’,2002,--
M_xico,Urbano,San Luis de Potos’,2005,--
M_xico,Urbano,San Luis de Potos’,2010,0.401
M_xico,Urbano,Santiago de Quer_taro,1989,--
M_xico,Urbano,Santiago de Quer_taro,1994,--
M_xico,Urbano,Santiago de Quer_taro,2002,0.419
M_xico,Urbano,Santiago de Quer_taro,2005,0.489
M_xico,Urbano,Santiago de Quer_taro,2010,0.466
M_xico,Urbano,Tampico,1989,--
M_xico,Urbano,Tampico,1994,--
M_xico,Urbano,Tampico,2002,--
M_xico,Urbano,Tampico,2005,0.456
M_xico,Urbano,Tampico,2010,0.402
M_xico,Urbano,Tepic,1989,0.453
M_xico,Urbano,Tepic,1994,--
M_xico,Urbano,Tepic,2002,0.428
M_xico,Urbano,Tepic,2005,0.395
M_xico,Urbano,Tepic,2010,0.376
M_xico,Urbano,Tijuana,1989,0.407
M_xico,Urbano,Tijuana,1994,--
M_xico,Urbano,Tijuana,2002,0.38
M_xico,Urbano,Tijuana,2005,0.483
M_xico,Urbano,Tijuana,2010,0.501
M_xico,Urbano,Toluca de Lerdo,1989,--
M_xico,Urbano,Toluca de Lerdo,1994,0.44
M_xico,Urbano,Toluca de Lerdo,2002,0.53
M_xico,Urbano,Toluca de Lerdo,2005,0.525
M_xico,Urbano,Toluca de Lerdo,2010,--
M_xico,Urbano,Torre—n,1989,--
M_xico,Urbano,Torre—n,1994,0.384
M_xico,Urbano,Torre—n,2002,0.383
M_xico,Urbano,Torre—n,2005,0.533
M_xico,Urbano,Torre—n,2010,0.389
M_xico,Urbano,Tuxtla Gutierrez,1989,--
M_xico,Urbano,Tuxtla Gutierrez,1994,--
M_xico,Urbano,Tuxtla Gutierrez,2002,0.436
M_xico,Urbano,Tuxtla Gutierrez,2005,0.474
M_xico,Urbano,Tuxtla Gutierrez,2010,0.456
M_xico,Urbano,Veracruz,1989,--
M_xico,Urbano,Veracruz,1994,0.414
M_xico,Urbano,Veracruz,2002,0.45
M_xico,Urbano,Veracruz,2005,0.385
M_xico,Urbano,Veracruz,2010,0.414
M_xico,Urbano,Villahermosa,1989,0.465
M_xico,Urbano,Villahermosa,1994,--
M_xico,Urbano,Villahermosa,2002,0.559
M_xico,Urbano,Villahermosa,2005,0.501
M_xico,Urbano,Villahermosa,2010,0.372
M_xico,Urbano,Zacatecas,1989,--
M_xico,Urbano,Zacatecas,1994,--
M_xico,Urbano,Zacatecas,2002,0.519
M_xico,Urbano,Zacatecas,2005,0.447
M_xico,Urbano,Zacatecas,2010,0.479
Nicaragua,Urbano,Chinandega,1993,--
Nicaragua,Urbano,Chinandega,1998,0.379
Nicaragua,Urbano,Chinandega,2001,0.491
Nicaragua,Urbano,Chinandega,2005,0.407
Nicaragua,Urbano,Estel’,1993,0.582
Nicaragua,Urbano,Estel’,1998,0.442
Nicaragua,Urbano,Estel’,2001,0.485
Nicaragua,Urbano,Estel’,2005,0.491
Nicaragua,Urbano,Granada,1993,0.439
Nicaragua,Urbano,Granada,1998,0.509
Nicaragua,Urbano,Granada,2001,0.522
Nicaragua,Urbano,Granada,2005,0.505
Nicaragua,Urbano,Le—n,1993,0.492
Nicaragua,Urbano,Le—n,1998,0.428
Nicaragua,Urbano,Le—n,2001,0.384
Nicaragua,Urbano,Le—n,2005,0.534
Nicaragua,Urbano,Managua,1993,0.53
Nicaragua,Urbano,Managua,1998,0.572
Nicaragua,Urbano,Managua,2001,0.589
Nicaragua,Urbano,Managua,2005,0.513
Nicaragua,Urbano,Masaya,1993,--
Nicaragua,Urbano,Masaya,1998,0.464
Nicaragua,Urbano,Masaya,2001,0.515
Nicaragua,Urbano,Masaya,2005,0.49
Nicaragua,Urbano,Nueva Guinea,1993,--
Nicaragua,Urbano,Nueva Guinea,1998,0.609
Nicaragua,Urbano,Nueva Guinea,2001,0.545
Nicaragua,Urbano,Nueva Guinea,2005,0.547
Panam‡,Urbano,Chitre,1991,--
Panam‡,Urbano,Chitre,1994,--
Panam‡,Urbano,Chitre,1999,--
Panam‡,Urbano,Chitre,2002,--
Panam‡,Urbano,Chitre,2005,0.469
Panam‡,Urbano,Chitre,2010,0.429
Panam‡,Urbano,Col—n,1991,--
Panam‡,Urbano,Col—n,1994,--
Panam‡,Urbano,Col—n,1999,--
Panam‡,Urbano,Col—n,2002,--
Panam‡,Urbano,Col—n,2005,0.456
Panam‡,Urbano,Col—n,2010,0.438
Panam‡,Urbano,David,1991,--
Panam‡,Urbano,David,1994,--
Panam‡,Urbano,David,1999,--
Panam‡,Urbano,David,2002,--
Panam‡,Urbano,David,2005,0.462
Panam‡,Urbano,David,2010,0.449
Panam‡,Urbano,Panam‡ Ciudad,1991,0.552
Panam‡,Urbano,Panam‡ Ciudad,1994,0.55
Panam‡,Urbano,Panam‡ Ciudad,1999,0.515
Panam‡,Urbano,Panam‡ Ciudad,2002,0.516
Panam‡,Urbano,Panam‡ Ciudad,2005,0.476
Panam‡,Urbano,Panam‡ Ciudad,2010,0.46
Paraguay,Urbano,Asunci—n,1990,0.445
Paraguay,Urbano,Asunci—n,1994,0.504
Paraguay,Urbano,Asunci—n,2000,0.515
Paraguay,Urbano,Asunci—n,2005,0.482
Paraguay,Urbano,Asunci—n,2010,0.5
Perœ,Urbano,Arequipa,1999,--
Perœ,Urbano,Arequipa,2003,0.436
Perœ,Urbano,Arequipa,2006,0.399
Perœ,Urbano,Arequipa,2010,0.369
Perœ,Urbano,Ayacucho,1999,--
Perœ,Urbano,Ayacucho,2003,0.345
Perœ,Urbano,Ayacucho,2006,0.407
Perœ,Urbano,Ayacucho,2010,0.374
Perœ,Urbano,Bagua Grande,1999,--
Perœ,Urbano,Bagua Grande,2003,0.459
Perœ,Urbano,Bagua Grande,2006,0.423
Perœ,Urbano,Bagua Grande,2010,0.43
Perœ,Urbano,Cajamarca,1999,0.36
Perœ,Urbano,Cajamarca,2003,0.407
Perœ,Urbano,Cajamarca,2006,0.496
Perœ,Urbano,Cajamarca,2010,0.445
Perœ,Urbano,Cerro de Pasco,1999,--
Perœ,Urbano,Cerro de Pasco,2003,0.382
Perœ,Urbano,Cerro de Pasco,2006,0.448
Perœ,Urbano,Cerro de Pasco,2010,0.361
Perœ,Urbano,Chiclayo,1999,--
Perœ,Urbano,Chiclayo,2003,0.405
Perœ,Urbano,Chiclayo,2006,0.395
Perœ,Urbano,Chiclayo,2010,0.38
Perœ,Urbano,Chimbote,1999,--
Perœ,Urbano,Chimbote,2003,0.302
Perœ,Urbano,Chimbote,2006,0.322
Perœ,Urbano,Chimbote,2010,0.335
Perœ,Urbano,Cusco,1999,--
Perœ,Urbano,Cusco,2003,0.372
Perœ,Urbano,Cusco,2006,0.419
Perœ,Urbano,Cusco,2010,0.422
Perœ,Urbano,Huancavelica,1999,--
Perœ,Urbano,Huancavelica,2003,0.465
Perœ,Urbano,Huancavelica,2006,0.4
Perœ,Urbano,Huancavelica,2010,--
Perœ,Urbano,Huancayo,1999,--
Perœ,Urbano,Huancayo,2003,0.375
Perœ,Urbano,Huancayo,2006,0.403
Perœ,Urbano,Huancayo,2010,0.329
Perœ,Urbano,Huanuco,1999,--
Perœ,Urbano,Huanuco,2003,0.36
Perœ,Urbano,Huanuco,2006,0.442
Perœ,Urbano,Huanuco,2010,--
Perœ,Urbano,Ica,1999,--
Perœ,Urbano,Ica,2003,0.319
Perœ,Urbano,Ica,2006,0.319
Perœ,Urbano,Ica,2010,0.317
Perœ,Urbano,Ilo,1999,--
Perœ,Urbano,Ilo,2003,0.377
Perœ,Urbano,Ilo,2006,0.44
Perœ,Urbano,Ilo,2010,0.387
Perœ,Urbano,Iquitos,1999,--
Perœ,Urbano,Iquitos,2003,0.407
Perœ,Urbano,Iquitos,2006,0.434
Perœ,Urbano,Iquitos,2010,0.461
Perœ,Urbano,Juliaca,1999,--
Perœ,Urbano,Juliaca,2003,0.432
Perœ,Urbano,Juliaca,2006,0.351
Perœ,Urbano,Juliaca,2010,0.378
Perœ,Urbano,Lapeca,1999,--
Perœ,Urbano,Lapeca,2003,--
Perœ,Urbano,Lapeca,2006,0.385
Perœ,Urbano,Lapeca,2010,0.403
Perœ,Urbano,Lima,1999,0.528
Perœ,Urbano,Lima,2003,0.49
Perœ,Urbano,Lima,2006,0.407
Perœ,Urbano,Lima,2010,0.401
Perœ,Urbano,Moquegua,1999,--
Perœ,Urbano,Moquegua,2003,0.422
Perœ,Urbano,Moquegua,2006,0.417
Perœ,Urbano,Moquegua,2010,0.379
Perœ,Urbano,Moyobamba,1999,--
Perœ,Urbano,Moyobamba,2003,--
Perœ,Urbano,Moyobamba,2006,0.464
Perœ,Urbano,Moyobamba,2010,0.392
Perœ,Urbano,Piura,1999,--
Perœ,Urbano,Piura,2003,0.434
Perœ,Urbano,Piura,2006,0.395
Perœ,Urbano,Piura,2010,0.4
Perœ,Urbano,Pucallpa,1999,--
Perœ,Urbano,Pucallpa,2003,0.378
Perœ,Urbano,Pucallpa,2006,0.358
Perœ,Urbano,Pucallpa,2010,0.318
Perœ,Urbano,Sullana,1999,--
Perœ,Urbano,Sullana,2003,0.385
Perœ,Urbano,Sullana,2006,0.344
Perœ,Urbano,Sullana,2010,0.318
Perœ,Urbano,Tacna,1999,--
Perœ,Urbano,Tacna,2003,0.406
Perœ,Urbano,Tacna,2006,0.39
Perœ,Urbano,Tacna,2010,0.348
Perœ,Urbano,Tambo Pata,1999,--
Perœ,Urbano,Tambo Pata,2003,0.342
Perœ,Urbano,Tambo Pata,2006,0.366
Perœ,Urbano,Tambo Pata,2010,0.337
Perœ,Urbano,Tarapoto,1999,--
Perœ,Urbano,Tarapoto,2003,0.372
Perœ,Urbano,Tarapoto,2006,0.424
Perœ,Urbano,Tarapoto,2010,0.419
Perœ,Urbano,Trujillo,1999,--
Perœ,Urbano,Trujillo,2003,0.4
Perœ,Urbano,Trujillo,2006,0.385
Perœ,Urbano,Trujillo,2010,0.382
Perœ,Urbano,Tumbes,1999,--
Perœ,Urbano,Tumbes,2003,0.366
Perœ,Urbano,Tumbes,2006,0.315
Perœ,Urbano,Tumbes,2010,0.321
Uruguay,Urbano,Montevideo,1990,0.509
Uruguay,Urbano,Montevideo,1994,0.403
Uruguay,Urbano,Montevideo,1999,0.437
Uruguay,Urbano,Montevideo,2002,0.451
Uruguay,Urbano,Montevideo,2005,0.459
Uruguay,Urbano,Montevideo,2010,0.429
Venezuela (Repœblica Bolivariana de),Urbano,Caracas,1990,0.415
Venezuela (Repœblica Bolivariana de),Urbano,Caracas,1994,0.453
Venezuela (Repœblica Bolivariana de),Urbano,Caracas,1999,0.466
Venezuela (Repœblica Bolivariana de),Urbano,Caracas,2002,0.452
Venezuela (Repœblica Bolivariana de),Urbano,Caracas,2005,0.467
Venezuela (Repœblica Bolivariana de),Urbano,Caracas,2010,0.377
